OSS_ID,NRCellCU,YEAR_ID,MONTH_ID,DAY_ID,PERIOD_DURATION,pmEndcSetupUeSucc,pmEndcSetupUeAtt,pmEndcSetupScgUeSucc,pmEndcSetupScgUeAtt,pmCellDowntimeAuto,pmCellDowntimeMan
eniq_oss_1,INC4_NR_D,2026,6,2,86400,965,1000,956,988,0,0
eniq_oss_1,INC4_NR_D,2026,6,3,86400,970,1008,960,994,0,0
eniq_oss_1,INC4_NR_D,2026,6,4,86400,952,966,954,978,0,0
eniq_oss_1,INC4_NR_D,2026,6,5,86400,1027,1040,1000,1024,0,0
eniq_oss_1,INC4_NR_D,2026,6,6,86400,917,942,921,954,0,0
eniq_oss_1,INC4_NR_D,2026,6,7,86400,1034,1056,1015,1035,0,0
eniq_oss_1,INC4_NR_D,2026,6,8,86400,1019,1053,1034,1064,0,0
eniq_oss_1,INC4_NR_D,2026,6,9,86400,1023,1050,1028,1044,0,0
eniq_oss_1,INC4_NR_D,2026,6,10,86400,953,971,950,969,0,0
eniq_oss_1,INC4_NR_D,2026,6,11,86400,955,986,960,982,0,0
eniq_oss_1,INC4_NR_D,2026,6,12,86400,930,967,932,951,0,0
eniq_oss_1,INC4_NR_D,2026,6,13,86400,998,1028,1007,1034,0,0
eniq_oss_1,INC4_NR_D,2026,6,14,86400,1013,1034,1014,1031,0,0
eniq_oss_1,INC4_NR_D,2026,6,15,86400,1034,1051,1029,1060,0,0
eniq_oss_1,INC4_NR_D,2026,6,16,86400,1016,1043,1013,1038,0,0
eniq_oss_1,INC4_NR_D,2026,6,17,86400,931,955,935,964,0,0
eniq_oss_1,INC4_NR_D,2026,6,18,86400,993,1016,994,1008,0,0
eniq_oss_1,INC4_NR_D,2026,6,19,86400,1011,1051,1012,1045,0,0
eniq_oss_1,INC4_NR_D,2026,6,20,86400,989,1014,992,1015,0,0
eniq_oss_1,INC4_NR_D,2026,6,21,86400,989,1000,967,998,0,0
eniq_oss_1,INC4_NR_D,2026,6,22,86400,938,973,951,970,0,0
eniq_oss_1,INC4_NR_D,2026,6,23,86400,986,1006,980,1002,0,0
eniq_oss_1,INC4_NR_D,2026,6,24,86400,986,1011,988,1022,0,0
eniq_oss_1,INC4_NR_D,2026,6,25,86400,986,1003,955,993,0,0
eniq_oss_1,INC4_NR_D,2026,6,26,86400,998,1036,1020,1032,0,0
eniq_oss_1,INC4_NR_D,2026,6,27,86400,926,964,936,950,0,0
eniq_oss_1,INC4_NR_D,2026,6,28,86400,932,970,935,954,0,0
eniq_oss_1,INC4_NR_D,2026,6,29,86400,1042,1059,1030,1047,0,0
eniq_oss_1,INC4_NR_D,2026,6,30,86400,575,1047,575,1030,0,0
eniq_oss_1,NR_GEN1_A,2026,4,1,86400,932,971,940,965,0,0
eniq_oss_1,NR_GEN1_A,2026,4,2,86400,954,978,935,970,0,0
eniq_oss_1,NR_GEN1_A,2026,4,3,86400,939,974,940,969,0,0
eniq_oss_1,NR_GEN1_A,2026,4,4,86400,946,973,939,971,0,0
eniq_oss_1,NR_GEN1_A,2026,4,5,86400,982,994,944,982,0,0
eniq_oss_1,NR_GEN1_A,2026,4,6,86400,971,994,974,995,0,0
eniq_oss_1,NR_GEN1_A,2026,4,7,86400,981,994,969,1000,0,0
eniq_oss_1,NR_GEN1_A,2026,4,8,86400,1044,1056,1043,1073,0,0
eniq_oss_1,NR_GEN1_A,2026,4,9,86400,1023,1045,1016,1032,0,0
eniq_oss_1,NR_GEN1_A,2026,4,10,86400,1001,1025,1014,1033,0,0
eniq_oss_1,NR_GEN1_A,2026,4,11,86400,959,992,966,990,0,0
eniq_oss_1,NR_GEN1_A,2026,4,12,86400,944,956,914,951,0,0
eniq_oss_1,NR_GEN1_A,2026,4,13,86400,933,954,921,957,0,0
eniq_oss_1,NR_GEN1_A,2026,4,14,86400,1019,1038,1007,1022,0,0
eniq_oss_1,NR_GEN1_A,2026,4,15,86400,1019,1052,1030,1050,0,0
eniq_oss_1,NR_GEN1_A,2026,4,16,86400,927,960,952,971,0,0
eniq_oss_1,NR_GEN1_A,2026,4,17,86400,967,1004,975,1005,0,0
eniq_oss_1,NR_GEN1_A,2026,4,18,86400,943,954,926,952,0,0
eniq_oss_1,NR_GEN1_A,2026,4,19,86400,992,1007,982,1022,0,0
eniq_oss_1,NR_GEN1_A,2026,4,20,86400,995,1037,1030,1043,0,0
eniq_oss_1,NR_GEN1_A,2026,4,21,86400,1024,1041,1005,1045,0,0
eniq_oss_1,NR_GEN1_A,2026,4,22,86400,1011,1034,1029,1048,0,0
eniq_oss_1,NR_GEN1_A,2026,4,23,86400,1027,1043,1017,1029,0,0
eniq_oss_1,NR_GEN1_A,2026,4,24,86400,957,994,962,979,0,0
eniq_oss_1,NR_GEN1_A,2026,4,25,86400,1014,1036,1016,1038,0,0
eniq_oss_1,NR_GEN1_A,2026,4,26,86400,1028,1047,1026,1042,0,0
eniq_oss_1,NR_GEN1_A,2026,4,27,86400,1018,1037,997,1033,0,0
eniq_oss_1,NR_GEN1_A,2026,4,28,86400,917,944,909,941,0,0
eniq_oss_1,NR_GEN1_A,2026,4,29,86400,1012,1035,1023,1055,0,0
eniq_oss_1,NR_GEN1_A,2026,4,30,86400,970,1002,982,1011,0,0
eniq_oss_1,NR_GEN1_A,2026,5,1,86400,958,978,931,962,0,0
eniq_oss_1,NR_GEN1_A,2026,5,2,86400,947,968,948,960,0,0
eniq_oss_1,NR_GEN1_A,2026,5,3,86400,986,1011,982,1002,0,0
eniq_oss_1,NR_GEN1_A,2026,5,4,86400,1007,1047,1037,1063,0,0
eniq_oss_1,NR_GEN1_A,2026,5,5,86400,950,962,914,944,0,0
eniq_oss_1,NR_GEN1_A,2026,5,6,86400,930,941,927,944,0,0
eniq_oss_1,NR_GEN1_A,2026,5,7,86400,935,969,929,951,0,0
eniq_oss_1,NR_GEN1_A,2026,5,8,86400,1027,1052,1022,1064,0,0
eniq_oss_1,NR_GEN1_A,2026,5,9,86400,932,971,953,987,0,0
eniq_oss_1,NR_GEN1_A,2026,5,10,86400,921,942,905,940,0,0
eniq_oss_1,NR_GEN1_A,2026,5,11,86400,972,1006,979,999,0,0
eniq_oss_1,NR_GEN1_A,2026,5,12,86400,1013,1052,1039,1067,0,0
eniq_oss_1,NR_GEN1_A,2026,5,13,86400,991,1017,978,1011,0,0
eniq_oss_1,NR_GEN1_A,2026,5,14,86400,960,987,958,984,0,0
eniq_oss_1,NR_GEN1_A,2026,5,15,86400,937,967,933,969,0,0
eniq_oss_1,NR_GEN1_A,2026,5,16,86400,959,996,983,1012,0,0
eniq_oss_1,NR_GEN1_A,2026,5,17,86400,939,952,910,942,0,0
eniq_oss_1,NR_GEN1_A,2026,5,18,86400,1013,1032,983,1016,0,0
eniq_oss_1,NR_GEN1_A,2026,5,19,86400,956,995,942,980,0,0
eniq_oss_1,NR_GEN1_A,2026,5,20,86400,927,947,904,935,0,0
eniq_oss_1,NR_GEN1_A,2026,5,21,86400,1020,1042,1015,1044,0,0
eniq_oss_1,NR_GEN1_A,2026,5,22,86400,981,996,975,997,0,0
eniq_oss_1,NR_GEN1_A,2026,5,23,86400,1019,1046,1045,1062,0,0
eniq_oss_1,NR_GEN1_A,2026,5,24,86400,962,996,987,1011,0,0
eniq_oss_1,NR_GEN1_A,2026,5,25,86400,1016,1039,1002,1043,0,0
eniq_oss_1,NR_GEN1_A,2026,5,26,86400,956,993,960,996,0,0
eniq_oss_1,NR_GEN1_A,2026,5,27,86400,970,992,977,994,0,0
eniq_oss_1,NR_GEN1_A,2026,5,28,86400,957,977,929,960,0,0
eniq_oss_1,NR_GEN1_A,2026,5,29,86400,945,961,933,945,0,0
eniq_oss_1,NR_GEN1_A,2026,5,30,86400,928,962,955,974,0,0
eniq_oss_1,NR_GEN1_A,2026,5,31,86400,1022,1042,995,1034,0,0
eniq_oss_1,NR_GEN1_A,2026,6,1,86400,910,940,903,930,0,0
eniq_oss_1,NR_GEN1_A,2026,6,2,86400,1015,1045,1001,1036,0,0
eniq_oss_1,NR_GEN1_A,2026,6,3,86400,943,959,943,970,0,0
eniq_oss_1,NR_GEN1_A,2026,6,4,86400,917,951,947,958,0,0
eniq_oss_1,NR_GEN1_A,2026,6,5,86400,1002,1024,985,1022,0,0
eniq_oss_1,NR_GEN1_A,2026,6,6,86400,1038,1050,1018,1045,0,0
eniq_oss_1,NR_GEN1_A,2026,6,7,86400,952,978,939,960,0,0
eniq_oss_1,NR_GEN1_A,2026,6,8,86400,1035,1048,1032,1065,0,0
eniq_oss_1,NR_GEN1_A,2026,6,9,86400,958,997,978,1013,0,0
eniq_oss_1,NR_GEN1_A,2026,6,10,86400,995,1030,986,1009,0,0
eniq_oss_1,NR_GEN1_A,2026,6,11,86400,1026,1047,1022,1034,0,0
eniq_oss_1,NR_GEN1_A,2026,6,12,86400,963,981,966,978,0,0
eniq_oss_1,NR_GEN1_A,2026,6,13,86400,1036,1051,1010,1041,0,0
eniq_oss_1,NR_GEN1_A,2026,6,14,86400,963,989,960,991,0,0
eniq_oss_1,NR_GEN1_A,2026,6,15,86400,956,995,970,986,0,0
eniq_oss_1,NR_GEN1_A,2026,6,16,86400,982,1016,1008,1024,0,0
eniq_oss_1,NR_GEN1_A,2026,6,17,86400,965,982,964,992,0,0
eniq_oss_1,NR_GEN1_A,2026,6,18,86400,1010,1043,1015,1056,0,0
eniq_oss_1,NR_GEN1_A,2026,6,19,86400,948,975,927,963,0,0
eniq_oss_1,NR_GEN1_A,2026,6,20,86400,943,977,977,995,0,0
eniq_oss_1,NR_GEN1_A,2026,6,21,86400,1012,1038,1002,1021,0,0
eniq_oss_1,NR_GEN1_A,2026,6,22,86400,1029,1059,1034,1066,0,0
eniq_oss_1,NR_GEN1_A,2026,6,23,86400,1007,1038,1009,1041,0,0
eniq_oss_1,NR_GEN1_A,2026,6,24,86400,950,989,992,1005,0,0
eniq_oss_1,NR_GEN1_A,2026,6,25,86400,1015,1050,1019,1038,0,0
eniq_oss_1,NR_GEN1_A,2026,6,26,86400,936,958,922,953,0,0
eniq_oss_1,NR_GEN1_A,2026,6,27,86400,935,970,916,950,0,0
eniq_oss_1,NR_GEN1_A,2026,6,28,86400,1017,1056,1004,1038,0,0
eniq_oss_1,NR_GEN1_A,2026,6,29,86400,969,982,972,987,0,0
eniq_oss_1,NR_GEN1_A,2026,6,30,86400,943,963,925,952,0,0
eniq_oss_1,NR_GEN1_B,2026,4,1,86400,909,945,905,931,0,0
eniq_oss_1,NR_GEN1_B,2026,4,2,86400,931,965,940,978,0,0
eniq_oss_1,NR_GEN1_B,2026,4,3,86400,933,949,914,935,0,0
eniq_oss_1,NR_GEN1_B,2026,4,4,86400,919,957,938,967,0,0
eniq_oss_1,NR_GEN1_B,2026,4,5,86400,998,1030,1013,1049,0,0
eniq_oss_1,NR_GEN1_B,2026,4,6,86400,937,958,916,952,0,0
eniq_oss_1,NR_GEN1_B,2026,4,7,86400,1036,1058,1051,1076,0,0
eniq_oss_1,NR_GEN1_B,2026,4,8,86400,1022,1047,1010,1027,0,0
eniq_oss_1,NR_GEN1_B,2026,4,9,86400,1000,1021,997,1033,0,0
eniq_oss_1,NR_GEN1_B,2026,4,10,86400,923,946,915,947,0,0
eniq_oss_1,NR_GEN1_B,2026,4,11,86400,1025,1059,1030,1058,0,0
eniq_oss_1,NR_GEN1_B,2026,4,12,86400,974,1014,1007,1033,0,0
eniq_oss_1,NR_GEN1_B,2026,4,13,86400,949,977,966,995,0,0
eniq_oss_1,NR_GEN1_B,2026,4,14,86400,954,977,955,974,0,0
eniq_oss_1,NR_GEN1_B,2026,4,15,86400,929,940,913,945,0,0
eniq_oss_1,NR_GEN1_B,2026,4,16,86400,954,989,966,996,0,0
eniq_oss_1,NR_GEN1_B,2026,4,17,86400,1002,1027,984,1020,0,0
eniq_oss_1,NR_GEN1_B,2026,4,18,86400,1005,1034,1019,1036,0,0
eniq_oss_1,NR_GEN1_B,2026,4,19,86400,962,985,964,998,0,0
eniq_oss_1,NR_GEN1_B,2026,4,20,86400,1011,1049,1029,1046,0,0
eniq_oss_1,NR_GEN1_B,2026,4,21,86400,977,998,974,990,0,0
eniq_oss_1,NR_GEN1_B,2026,4,22,86400,965,989,978,997,0,0
eniq_oss_1,NR_GEN1_B,2026,4,23,86400,957,996,976,1003,0,0
eniq_oss_1,NR_GEN1_B,2026,4,24,86400,943,963,933,953,0,0
eniq_oss_1,NR_GEN1_B,2026,4,25,86400,1033,1045,1002,1041,0,0
eniq_oss_1,NR_GEN1_B,2026,4,26,86400,970,982,956,974,0,0
eniq_oss_1,NR_GEN1_B,2026,4,27,86400,962,986,990,1004,0,0
eniq_oss_1,NR_GEN1_B,2026,4,28,86400,962,987,970,988,0,0
eniq_oss_1,NR_GEN1_B,2026,4,29,86400,1009,1029,1034,1047,0,0
eniq_oss_1,NR_GEN1_B,2026,4,30,86400,977,1013,1009,1032,0,0
eniq_oss_1,NR_GEN1_B,2026,5,1,86400,1043,1058,1047,1068,0,0
eniq_oss_1,NR_GEN1_B,2026,5,2,86400,1013,1035,1020,1051,0,0
eniq_oss_1,NR_GEN1_B,2026,5,3,86400,974,1002,982,1010,0,0
eniq_oss_1,NR_GEN1_B,2026,5,4,86400,931,950,927,941,0,0
eniq_oss_1,NR_GEN1_B,2026,5,5,86400,1021,1057,1048,1063,0,0
eniq_oss_1,NR_GEN1_B,2026,5,6,86400,981,1005,966,989,0,0
eniq_oss_1,NR_GEN1_B,2026,5,7,86400,937,962,949,965,0,0
eniq_oss_1,NR_GEN1_B,2026,5,8,86400,1000,1017,992,1004,0,0
eniq_oss_1,NR_GEN1_B,2026,5,9,86400,995,1012,994,1017,0,0
eniq_oss_1,NR_GEN1_B,2026,5,10,86400,997,1036,1006,1043,0,0
eniq_oss_1,NR_GEN1_B,2026,5,11,86400,1009,1051,1007,1046,0,0
eniq_oss_1,NR_GEN1_B,2026,5,12,86400,995,1031,974,1010,0,0
eniq_oss_1,NR_GEN1_B,2026,5,13,86400,979,1009,984,997,0,0
eniq_oss_1,NR_GEN1_B,2026,5,14,86400,954,969,955,974,0,0
eniq_oss_1,NR_GEN1_B,2026,5,15,86400,989,1021,976,1000,0,0
eniq_oss_1,NR_GEN1_B,2026,5,16,86400,924,949,901,936,0,0
eniq_oss_1,NR_GEN1_B,2026,5,17,86400,983,1011,983,998,0,0
eniq_oss_1,NR_GEN1_B,2026,5,18,86400,932,961,928,942,0,0
eniq_oss_1,NR_GEN1_B,2026,5,19,86400,949,969,946,967,0,0
eniq_oss_1,NR_GEN1_B,2026,5,20,86400,964,987,954,994,0,0
eniq_oss_1,NR_GEN1_B,2026,5,21,86400,905,940,933,943,0,0
eniq_oss_1,NR_GEN1_B,2026,5,22,86400,1017,1029,992,1023,0,0
eniq_oss_1,NR_GEN1_B,2026,5,23,86400,1019,1055,1052,1065,0,0
eniq_oss_1,NR_GEN1_B,2026,5,24,86400,1015,1041,995,1030,0,0
eniq_oss_1,NR_GEN1_B,2026,5,25,86400,1029,1043,1011,1042,0,0
eniq_oss_1,NR_GEN1_B,2026,5,26,86400,918,948,921,947,0,0
eniq_oss_1,NR_GEN1_B,2026,5,27,86400,928,953,944,957,0,0
eniq_oss_1,NR_GEN1_B,2026,5,28,86400,994,1022,970,1007,0,0
eniq_oss_1,NR_GEN1_B,2026,5,29,86400,1042,1056,1028,1070,0,0
eniq_oss_1,NR_GEN1_B,2026,5,30,86400,993,1014,998,1023,0,0
eniq_oss_1,NR_GEN1_B,2026,5,31,86400,1018,1043,1018,1052,0,0
eniq_oss_1,NR_GEN1_B,2026,6,1,86400,1003,1025,976,1011,0,0
eniq_oss_1,NR_GEN1_B,2026,6,2,86400,933,953,907,934,0,0
eniq_oss_1,NR_GEN1_B,2026,6,3,86400,993,1012,978,998,0,0
eniq_oss_1,NR_GEN1_B,2026,6,4,86400,968,1005,984,1014,0,0
eniq_oss_1,NR_GEN1_B,2026,6,5,86400,995,1025,998,1019,0,0
eniq_oss_1,NR_GEN1_B,2026,6,6,86400,911,945,899,934,0,0
eniq_oss_1,NR_GEN1_B,2026,6,7,86400,966,996,963,987,0,0
eniq_oss_1,NR_GEN1_B,2026,6,8,86400,1012,1048,1037,1064,0,0
eniq_oss_1,NR_GEN1_B,2026,6,9,86400,926,943,902,927,0,0
eniq_oss_1,NR_GEN1_B,2026,6,10,86400,937,953,945,971,0,0
eniq_oss_1,NR_GEN1_B,2026,6,11,86400,1014,1039,1036,1048,0,0
eniq_oss_1,NR_GEN1_B,2026,6,12,86400,911,940,909,933,0,0
eniq_oss_1,NR_GEN1_B,2026,6,13,86400,1025,1044,1006,1041,0,0
eniq_oss_1,NR_GEN1_B,2026,6,14,86400,908,941,915,945,0,0
eniq_oss_1,NR_GEN1_B,2026,6,15,86400,981,997,979,1014,0,0
eniq_oss_1,NR_GEN1_B,2026,6,16,86400,1009,1042,1018,1049,0,0
eniq_oss_1,NR_GEN1_B,2026,6,17,86400,942,963,917,954,0,0
eniq_oss_1,NR_GEN1_B,2026,6,18,86400,979,1019,980,1011,0,0
eniq_oss_1,NR_GEN1_B,2026,6,19,86400,977,1003,958,989,0,0
eniq_oss_1,NR_GEN1_B,2026,6,20,86400,1023,1051,1012,1039,0,0
eniq_oss_1,NR_GEN1_B,2026,6,21,86400,944,970,951,969,0,0
eniq_oss_1,NR_GEN1_B,2026,6,22,86400,988,1007,1004,1026,0,0
eniq_oss_1,NR_GEN1_B,2026,6,23,86400,967,987,970,1000,0,0
eniq_oss_1,NR_GEN1_B,2026,6,24,86400,970,1001,968,1009,0,0
eniq_oss_1,NR_GEN1_B,2026,6,25,86400,963,999,964,985,0,0
eniq_oss_1,NR_GEN1_B,2026,6,26,86400,1022,1057,1040,1066,0,0
eniq_oss_1,NR_GEN1_B,2026,6,27,86400,970,1007,1001,1014,0,0
eniq_oss_1,NR_GEN1_B,2026,6,28,86400,927,955,905,939,0,0
eniq_oss_1,NR_GEN1_B,2026,6,29,86400,1005,1039,999,1035,0,0
eniq_oss_1,NR_GEN1_B,2026,6,30,86400,947,986,978,1001,0,0
eniq_oss_1,NR_GEN2_A,2026,4,1,86400,948,983,934,964,0,0
eniq_oss_1,NR_GEN2_A,2026,4,2,86400,922,947,924,955,0,0
eniq_oss_1,NR_GEN2_A,2026,4,3,86400,1037,1054,1035,1063,0,0
eniq_oss_1,NR_GEN2_A,2026,4,4,86400,987,1020,997,1013,0,0
eniq_oss_1,NR_GEN2_A,2026,4,5,86400,965,992,964,992,0,0
eniq_oss_1,NR_GEN2_A,2026,4,6,86400,943,963,939,950,0,0
eniq_oss_1,NR_GEN2_A,2026,4,7,86400,1019,1035,1011,1032,0,0
eniq_oss_1,NR_GEN2_A,2026,4,8,86400,923,943,908,944,0,0
eniq_oss_1,NR_GEN2_A,2026,4,9,86400,958,969,947,969,0,0
eniq_oss_1,NR_GEN2_A,2026,4,10,86400,1010,1049,1043,1059,0,0
eniq_oss_1,NR_GEN2_A,2026,4,11,86400,1006,1038,1017,1034,0,0
eniq_oss_1,NR_GEN2_A,2026,4,12,86400,961,988,980,1003,0,0
eniq_oss_1,NR_GEN2_A,2026,4,13,86400,948,980,937,976,0,0
eniq_oss_1,NR_GEN2_A,2026,4,14,86400,975,998,982,1009,0,0
eniq_oss_1,NR_GEN2_A,2026,4,15,86400,939,976,977,991,0,0
eniq_oss_1,NR_GEN2_A,2026,4,16,86400,980,996,946,981,0,0
eniq_oss_1,NR_GEN2_A,2026,4,17,86400,925,964,942,971,0,0
eniq_oss_1,NR_GEN2_A,2026,4,18,86400,941,967,954,981,0,0
eniq_oss_1,NR_GEN2_A,2026,4,19,86400,987,1018,969,1005,0,0
eniq_oss_1,NR_GEN2_A,2026,4,20,86400,984,1014,997,1017,0,0
eniq_oss_1,NR_GEN2_A,2026,4,21,86400,978,1003,988,1005,0,0
eniq_oss_1,NR_GEN2_A,2026,4,22,86400,958,983,944,970,0,0
eniq_oss_1,NR_GEN2_A,2026,4,23,86400,939,960,944,977,0,0
eniq_oss_1,NR_GEN2_A,2026,4,24,86400,1006,1026,1019,1042,0,0
eniq_oss_1,NR_GEN2_A,2026,4,25,86400,946,959,925,940,0,0
eniq_oss_1,NR_GEN2_A,2026,4,26,86400,944,969,941,975,0,0
eniq_oss_1,NR_GEN2_A,2026,4,27,86400,987,1012,989,1022,0,0
eniq_oss_1,NR_GEN2_A,2026,4,28,86400,938,974,950,972,0,0
eniq_oss_1,NR_GEN2_A,2026,4,29,86400,949,967,943,962,0,0
eniq_oss_1,NR_GEN2_A,2026,4,30,86400,923,955,921,938,0,0
eniq_oss_1,NR_GEN2_A,2026,5,1,86400,962,989,964,975,0,0
eniq_oss_1,NR_GEN2_A,2026,5,2,86400,966,996,981,1015,0,0
eniq_oss_1,NR_GEN2_A,2026,5,3,86400,938,968,921,948,0,0
eniq_oss_1,NR_GEN2_A,2026,5,4,86400,944,958,921,954,0,0
eniq_oss_1,NR_GEN2_A,2026,5,5,86400,934,972,948,962,0,0
eniq_oss_1,NR_GEN2_A,2026,5,6,86400,924,951,926,939,0,0
eniq_oss_1,NR_GEN2_A,2026,5,7,86400,1021,1058,1036,1073,0,0
eniq_oss_1,NR_GEN2_A,2026,5,8,86400,946,960,928,962,0,0
eniq_oss_1,NR_GEN2_A,2026,5,9,86400,937,966,916,947,0,0
eniq_oss_1,NR_GEN2_A,2026,5,10,86400,967,983,954,967,0,0
eniq_oss_1,NR_GEN2_A,2026,5,11,86400,986,1018,976,1008,0,0
eniq_oss_1,NR_GEN2_A,2026,5,12,86400,920,957,924,955,0,0
eniq_oss_1,NR_GEN2_A,2026,5,13,86400,977,1009,985,1011,0,0
eniq_oss_1,NR_GEN2_A,2026,5,14,86400,957,974,934,957,0,0
eniq_oss_1,NR_GEN2_A,2026,5,15,86400,990,1026,999,1031,0,0
eniq_oss_1,NR_GEN2_A,2026,5,16,86400,932,968,928,962,0,0
eniq_oss_1,NR_GEN2_A,2026,5,17,86400,942,953,932,949,0,0
eniq_oss_1,NR_GEN2_A,2026,5,18,86400,981,1017,977,1006,0,0
eniq_oss_1,NR_GEN2_A,2026,5,19,86400,939,961,935,961,0,0
eniq_oss_1,NR_GEN2_A,2026,5,20,86400,952,970,943,963,0,0
eniq_oss_1,NR_GEN2_A,2026,5,21,86400,989,1014,995,1013,0,0
eniq_oss_1,NR_GEN2_A,2026,5,22,86400,971,1008,957,997,0,0
